,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
611,611,Critical Bilbo,Hybrid,"Happy, Euphoric, Relaxed, Hungry, Sleepy",,"Earthy, Sweet, Tobacco","Critical Bilbo is a powerful indica-dominant strain that holds several Cannabis Cup championships under its belt. A legend among Spain’s cannabis consumers, Critical Bilbo’s resinous, sage-green buds emit a sweet, fruity aroma. Its effects are heavy and narcotic, a top-shelf strain oftentimes too intoxicating for novices. This strain grows best indoors or in greenhouse gardens, and flowers in just 45 to 50 days.",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'hungry', 'euphoric']",[],"['earthy', 'Tobacco', 'Sweet']","['critical', 'Bilbo', 'powerful', 'indica', 'dominant', 'strain', 'hold', 'Cannabis', 'Cup', 'championship', 'belt', 'legend', 'Spain', 'cannabis', 'consumer', 'Critical', 'Bilbo', 'resinous', 'sage', 'green', 'bud', 'emit', 'sweet', 'fruity', 'aroma', 'effect', 'heavy', 'narcotic', 'shelf', 'strain', 'oftentime', 'intoxicating', 'novice', 'strain', 'grow', 'best', 'indoor', 'greenhouse', 'garden', 'flower', '45', '50', 'day']","['greenhouse', 'Hybrid', 'Heavy', 'Sweet', 'good', 'Green', '45', 'relaxed', 'powerful', 'Effect', 'Novice', 'Cup', 'Consumer', '50', 'grow', 'Happy', 'Legend', 'emit', 'resinous', 'Sage', 'Fruity', 'Shelf', 'sleepy', 'Indica', 'Cannabis', 'Championship', 'Critical', 'Hold', 'Strain', 'Day', 'Garden', 'Narcotic', 'tobacco', 'Intoxicating', 'hungry', 'Euphoric', 'Flower', 'Belt', 'Bud', 'Aroma', 'Bilbo', 'Earthy', 'Spain', 'Dominant', 'Oftentime', 'Indoor']"
612,612,Critical Cheese,Hybrid,"Focused, Happy, Euphoric, Relaxed, Energetic",,"Earthy, Pungent, Cheese","Critical Cheese by Dinafem is a sativa-dominant hybrid that borrows its genetics from Cheese and Critical Plus. This outstanding crossbreed is hardy, fast-flowering, and finishes with large, dense buds that are dripping with resinous oils. Critical Cheese has a pungent aroma that combines lemons, pine, and the sharp cheesy notes that have become the signature of Cheese varieties. The effects are immediate, uplifting, and euphoric. They are also known to make consumers talkative, which makes Critical Cheese a good choice for overcoming any social anxieties.",5,['hybrid'],"['energetic', 'Happy', 'focused', 'relaxed', 'euphoric']",[],"['earthy', 'Cheese', 'pungent']","['critical', 'Cheese', 'Dinafem', 'sativa', 'dominant', 'hybrid', 'borrow', 'genetics', 'Cheese', 'Critical', 'Plus', 'outstanding', 'crossbreed', 'hardy', 'fast', 'flower', 'finish', 'large', 'dense', 'bud', 'drip', 'resinous', 'oil', 'critical', 'Cheese', 'pungent', 'aroma', 'combine', 'lemon', 'pine', 'sharp', 'cheesy', 'note', 'signature', 'Cheese', 'variety', 'effect', 'immediate', 'uplifting', 'euphoric', 'know', 'consumer', 'talkative', 'make', 'critical', 'Cheese', 'good', 'choice', 'overcome', 'social', 'anxiety']","['good', 'social', 'sativa', 'Hybrid', 'fast', 'overcome', 'focus', 'relaxed', 'Crossbreed', 'Lemon', 'effect', 'Hardy', 'Consumer', 'Dinafem', 'Note', 'Happy', 'resinous', 'sharp', 'know', 'Genetics', 'plus', 'uplifting', 'critical', 'Combine', 'outstanding', 'Finish', 'Cheese', 'energetic', 'pungent', 'Oil', 'large', 'Pine', 'anxiety', 'signature', 'euphoric', 'immediate', 'dense', 'Choice', 'Flower', 'Drip', 'Bud', 'Aroma', 'Earthy', 'borrow', 'talkative', 'dominant', 'cheesy', 'variety']"
613,613,Critical Haze,Hybrid,"Happy, Giggly, Relaxed, Hungry, Uplifted",,"Earthy, Pine, Citrus","Critical Haze by Mr. Nice Seeds is an indica-dominant cross between Critical Mass and Afghan Haze. This hybrid inherits the sweet citrus smell from a Haze ancestor, an ultra-sativa strain that tends to induce cerebrally-focused psychoactivity. Critical Haze’s effects, however, are balanced by its indica genetics which pull in a heavier full-body relaxation. The bridled buzz of Critical Haze makes this hybrid a great choice for anyone who typically gets anxious or paranoid. Patients treating muscle tension, multiple sclerosis, or appetite loss may also benefit from Critical Haze’s even but potent effects. Most phenotypes flower in 8 to 10 weeks, but those expressing more sativa-like genetics may take an additional two weeks of flowering. ",5,['hybrid'],"['happy', 'giggly', 'relaxed', 'hungry', 'Uplifted']",[],"['earthy', 'Citrus', 'Pine']","['critical', 'Haze', 'Mr.', 'Nice', 'Seeds', 'indica', 'dominant', 'cross', 'Critical', 'Mass', 'Afghan', 'Haze', 'hybrid', 'inherit', 'sweet', 'citrus', 'smell', 'Haze', 'ancestor', 'ultra', 'sativa', 'strain', 'tend', 'induce', 'cerebrally', 'focus', 'psychoactivity', 'critical', 'Haze', 'effect', 'balance', 'indica', 'genetics', 'pull', 'heavy', 'body', 'relaxation', 'bridle', 'buzz', 'Critical', 'Haze', 'make', 'hybrid', 'great', 'choice', 'typically', 'get', 'anxious', 'paranoid', 'patient', 'treat', 'muscle', 'tension', 'multiple', 'sclerosis', 'appetite', 'loss', 'benefit', 'Critical', 'Haze', 'potent', 'effect', 'phenotype', 'flower', '8', '10', 'week', 'express', 'sativa', 'like', 'genetic', 'additional', 'week', 'flower', '  ']","['body', 'Multiple', 'psychoactivity', 'Sativa', 'Hybrid', 'Heavy', 'Sweet', 'Balance', 'Phenotype', '\xa0 ', 'Afghan', 'Pull', 'relaxed', 'Effect', 'Uplifted', 'tension', '10', 'happy', 'anxious', 'Week', 'additional', 'giggly', 'Haze', 'Indica', 'tend', 'Ultra', 'Genetics', 'Mr.', 'Treat', 'cerebrally', 'critical', 'appetite', 'typically', 'relaxation', 'induce', 'great', '8', 'Ancestor', 'Express', 'Pine', 'Strain', 'Loss', 'Cross', 'Hungry', 'Inherit', 'Smell', 'Sclerosis', 'Genetic', 'Benefit', 'Choice', 'potent', 'nice', 'Flower', 'Seeds', 'Bridle', 'Earthy', 'Patient', 'Muscle', 'Citrus', 'Dominant', 'Focus', 'Buzz', 'Paranoid', 'Mass', 'like']"
614,614,Critical Hog,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Hungry, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Depression","Earthy, Wood, Floral"," Critical Hog from T.H. Seeds is a commercial grower’s dream, producing hefty colas that stay true to its Critical Mass genetics with the added influence of Hog’s Cannabis Cup winning legacy. After crossing the two potent indicas, Critical Hog puts off a sweet aroma of earthy and floral flavors that bring on relaxing body effects.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'lack', 'stress', 'Depression', 'appetite']","['earthy', 'flowery', 'woody']","[' ', 'Critical', 'Hog', 'T.H.', 'Seeds', 'commercial', 'grower', 'dream', 'produce', 'hefty', 'cola', 'stay', 'true', 'Critical', 'Mass', 'genetic', 'add', 'influence', 'Hog', 'Cannabis', 'Cup', 'win', 'legacy', 'cross', 'potent', 'indica', 'Critical', 'Hog', 'put', 'sweet', 'aroma', 'earthy', 'floral', 'flavor', 'bring', 'relax', 'body', 'effect']","['Body', 'Legacy', '  ', 'Depression', 'add', 'Hybrid', 'sweet', 'Produce', 'relaxed', 'Effect', 'Uplifted', 'Cup', 'T.H.', 'Grower', 'Stress', 'Cola', 'Happy', 'Dry', 'Commercial', 'hefty', 'relax', 'sleepy', 'Indica', 'Cannabis', 'appetite', 'Influence', 'critical', 'Pain', 'stay', 'Hog', 'Bring', 'Cross', 'Win', 'hungry', 'euphoric', 'true', 'genetic', 'Flowery', 'lack', 'potent', 'Seeds', 'Aroma', ' ', 'Woody', 'Flavor', 'earthy', 'paranoid', 'Floral', 'Dream', 'Mouth', 'Mass']"
615,615,Critical Jack,Hybrid,"Focused, Happy, Energetic, Creative, Uplifted",,"Citrus, Wood, Pine","Critical Jack, a hybrid cross between Critical Plus and Jack Herer, delivers functional cerebral effects with a flavorful blend of lemon, pine, and floral aromas. Its effects are light on the body and stimulating to the mind, allowing one to fixate their attention strongly on whatever task is at hand. Uplifting qualities make Critical Jack a popular daytime remedy for depression, appetite loss, and headaches. Critical Jack’s harvest falls between late September and early October outdoors, while indoor gardens will finish around day 60 of flowering.",5,['hybrid'],"['energetic', 'Happy', 'focused', 'creative', 'Uplifted']",[],"['Citrus', 'Pine', 'Woody']","['critical', 'Jack', 'hybrid', 'cross', 'Critical', 'plus', '  ', 'Jack', 'Herer', 'deliver', 'functional', 'cerebral', 'effect', 'flavorful', 'blend', 'lemon', 'pine', 'floral', 'aroma', 'effect', 'light', 'body', 'stimulate', 'mind', 'allow', 'fixate', 'attention', 'strongly', 'task', 'hand', 'uplifting', 'quality', 'Critical', 'Jack', 'popular', 'daytime', 'remedy', 'depression', 'appetite', 'loss', 'headache', 'critical', 'Jack', 'harvest', 'fall', 'late', 'September', 'early', 'October', 'outdoors', 'indoor', 'garden', 'finish', 'day', '60', 'flower']","['cerebral', 'Body', 'Task', '  ', 'Depression', 'Hybrid', 'Focused', 'fixate', 'functional', 'flavorful', 'Lemon', 'effect', 'late', 'Uplifted', 'mind', 'strongly', 'happy', 'allow', 'Quality', 'deliver', 'Appetite', 'plus', 'uplifting', 'September', 'Critical', 'Harvest', 'stimulate', 'Finish', 'Daytime', 'energetic', 'attention', 'Headache', 'Outdoors', 'Popular', 'Pine', 'Loss', 'Day', 'Cross', 'Blend', 'Garden', 'Creative', 'Herer', 'October', 'Light', 'Flower', 'Hand', 'Jack', 'Aroma', 'Fall', 'Woody', 'Citrus', 'Floral', 'Remedy', 'early', '60', 'indoor']"
616,616,Critical Kali Mist,Sativa,"Focused, Happy, Euphoric, Paranoid, Creative, Uplifted, Mouth, Dry","Depression, Stress, Spasm, Muscle","Earthy, Sweet, Pine"," Critical Kali Mist from Delicious Seeds was bred to be brilliant. Its genetics are a pairing of Critical Mass, an indica known for its growth of large sticky buds, and Kali Mist, a multi-award winning sativa. The result is a powerful and resinous sativa that produces large, dense flowers after about 70 days. With earthy and pine flavors, this bud provides uplifting effects and endless fits of laughter.",3,['sativa'],"['happy', 'dry', 'creative', 'focused', 'paranoid', 'euphoric', 'Mouth', 'Uplifted']","['muscle', 'Spasm', 'depression', 'stress']","['earthy', 'Pine', 'Sweet']","[' ', 'critical', 'Kali', 'Mist', 'Delicious', 'Seeds', 'breed', 'brilliant', 'genetic', 'pairing', 'Critical', 'Mass', 'indica', 'know', 'growth', 'large', 'sticky', 'bud', 'Kali', 'Mist', 'multi', 'award', 'win', 'sativa', 'result', 'powerful', 'resinous', 'sativa', 'produce', 'large', 'dense', 'flower', '70', 'day', 'earthy', 'pine', 'flavor', 'bud', 'provide', 'uplifting', 'effect', 'endless', 'fit', 'laughter']","['laughter', 'provide', '  ', 'depression', 'Sativa', 'Endless', 'Kali', 'sweet', 'Produce', 'Focused', 'Award', 'powerful', 'Effect', 'Uplifted', 'Result', 'stress', 'Happy', 'dry', 'fit', 'resinous', 'know', 'Indica', 'uplifting', 'critical', 'Multi', 'Growth', '70', 'Breed', 'Pine', 'large', 'Day', 'Win', 'Mist', 'euphoric', 'creative', 'pairing', 'sticky', 'genetic', 'brilliant', 'Dense', 'Flower', 'Seeds', 'Bud', 'Spasms', ' ', 'Flavor', 'Muscle', 'earthy', 'paranoid', 'Delicious', 'Mouth', 'Mass']"
617,617,Critical Kush,Indica,"Happy, Euphoric, Paranoid, Relaxed, Hungry, Anxious, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Insomnia, Depression","Earthy, Pungent, Sweet"," Critical Kush from Barney’s Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body. Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD, making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms. Growers cultivating this strain indoors will wait 50 to 60 days for Critical Kush to complete its flowering cycle.",4,['Indica'],"['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'pungent', 'sweet']","[' ', 'critical', 'Kush', 'Barney', 'Farm', 'indica', 'strain', 'blend', 'famed', 'cannabis', 'staple', 'Critical', 'Mass', 'OG', 'Kush', 'aromatic', 'note', 'earthiness', 'spice', 'usher', 'calming', 'sensation', 'relax', 'mind', 'body', 'critical', 'Kush', 'pair', 'staggeringly', 'high', 'thc', 'content', 'moderate', 'dose', 'CBD', 'make', 'strain', 'perfect', 'nighttime', 'medication', 'pain', 'stress', 'insomnia', 'muscle', 'spasm', 'grower', 'cultivate', 'strain', 'indoors', 'wait', '50', '60', 'day', 'critical', 'Kush', 'complete', 'flower', 'cycle']","['Spasm', 'Body', 'Farm', '  ', 'Depression', 'Sweet', 'complete', 'relaxed', 'Cycle', 'Uplifted', 'Mind', 'Grower', '50', 'stress', 'Note', 'Happy', 'dry', 'anxious', 'Earthiness', 'relax', 'moderate', 'sleepy', 'Indica', 'Cannabis', 'Appetite', 'Dose', 'Nighttime', 'critical', 'Og', 'staggeringly', 'Indoors', 'Aromatic', 'Pain', 'high', 'pungent', 'Spice', 'calming', 'Cbd', 'Strain', 'Medication', 'Day', 'Blend', 'Staple', 'Insomnia', 'Hungry', 'euphoric', 'cultivate', 'wait', 'Lack', 'Flower', 'Thc', 'pair', ' ', 'Sensation', 'Famed', 'earthy', 'perfect', 'Usher', 'Content', 'Paranoid', 'Barney', 'Muscle', '60', 'Mouth', 'Mass', 'Kush']"
618,618,Critical Mass,"Hybrid, Indica","Happy, Focused, Euphoric, Paranoid, Relaxed, Hungry, Anxious, Uplifted, Mouth, Dry, Sleepy","Inflammation, Stress, Pain, Insomnia, Depression","Earthy, Pungent, Sweet"," Critical Mass is a combination of Afghani and Skunk #1 that originated from the breeder Mr. Nice Seed Bank. With a large 'critical mass' of production, branches tend to snap from the weight of these dense buds. Flowering time is approximately 6-8 weeks, with a heavy leaf to flower ratio. However, due to the large production of flowering, this strain is susceptible to mold which can be reduced by growing indoors to reduce humidity. THC levels of this strain may reach 19-22%.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'hungry', 'Sleepy', 'focused', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Stress', 'Depression', 'Insomnia', 'inflammation']","['earthy', 'pungent', 'sweet']","[' ', 'Critical', 'Mass', 'combination', 'Afghani', 'Skunk', '1', 'originate', 'breeder', 'Mr.', 'Nice', 'Seed', 'Bank', 'large', 'critical', 'mass', 'production', 'branch', 'tend', 'snap', 'weight', 'dense', 'bud', 'flowering', 'time', 'approximately', '6', '8', 'week', 'heavy', 'leaf', 'flower', 'ratio', 'large', 'production', 'flowering', 'strain', 'susceptible', 'mold', 'reduce', 'grow', 'indoor', 'reduce', 'humidity', 'thc', 'level', 'strain', 'reach', '19', '22']","['originate', '  ', 'Depression', 'Hybrid', 'Heavy', 'Sweet', 'approximately', 'Bank', '6', 'focus', 'relaxed', 'Uplifted', 'production', 'Stress', 'Skunk', 'Happy', 'dry', 'anxious', 'week', 'grow', 'flowering', 'Sleepy', 'Combination', 'seed', 'tend', '8', 'Mr.', 'Indica', 'Critical', 'Level', 'Time', 'Pain', 'humidity', 'pungent', 'large', 'Breeder', 'Leaf', 'Strain', '19', 'Insomnia', 'Ratio', 'hungry', 'Euphoric', 'Mold', 'Reach', '22', 'dense', 'nice', 'Flower', 'Bud', 'Thc', 'reduce', ' ', 'susceptible', 'indoor', 'earthy', 'paranoid', 'Afghani', 'Weight', 'Branch', 'Snap', 'Mouth', '1', 'Mass', 'inflammation']"
619,619,Critical Plus,Hybrid,"Happy, Relaxed, Hungry, Creative, Sleepy",,"Spicy, Wood, Pungent, Herbal","Critical Plus (or Critical +) is a cross of Skunk and Big Bud that won the first Highlife Cup in Barcelona and has gone on to find a small but loyal following in regions of the USA, particularly the PNW and Desert SW. This fast growing strain produces huge yields of dense, extremely resinous flowers with an intense aroma of skunk and citrus. Featuring a delicious lemon-lime flavor, Critical Plus is a great mood enhancer, giving users a pleasant, creative head high along with a deeply relaxing body buzz. This strain may be potentially useful in treating depression, anxiety, PTSD, fibromyalgia, and migraines.",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'hungry', 'creative']",[],"['pungent', 'spicy', 'herbal', 'woody']","['critical', 'plus', 'Critical', '+', 'cross', 'Skunk', 'Big', 'Bud', 'win', 'Highlife', 'Cup', 'Barcelona', 'go', 'find', 'small', 'loyal', 'following', 'region', 'USA', 'particularly', 'PNW', 'Desert', 'SW', 'fast', 'grow', 'strain', 'produce', 'huge', 'yield', 'dense', 'extremely', 'resinous', 'flower', 'intense', 'aroma', 'skunk', 'citrus', 'feature', 'delicious', 'lemon', 'lime', 'flavor', 'Critical', 'Plus', 'great', 'mood', 'enhancer', 'give', 'user', 'pleasant', 'creative', 'head', 'high', 'deeply', 'relaxing', 'body', 'buzz', 'strain', 'potentially', 'useful', 'treat', 'depression', 'anxiety', 'PTSD', 'fibromyalgia', 'migraine']","['spicy', 'find', 'region', 'Body', 'Fibromyalgia', 'Desert', 'Depression', 'Usa', '+', 'fast', 'hybrid', 'Produce', 'Ptsd', 'yield', 'potentially', 'relaxed', 'useful', 'Loyal', 'Lemon', 'Mood', 'pleasant', 'User', 'Cup', 'Skunk', 'Pnw', 'Happy', 'grow', 'resinous', 'relax', 'Treat', 'sleepy', 'plus', 'feature', 'critical', 'Herbal', 'high', 'pungent', 'great', 'follow', 'Barcelona', 'particularly', 'Highlife', 'Strain', 'Anxiety', 'Cross', 'Head', 'Win', 'big', 'small', 'hungry', 'huge', 'creative', 'intense', 'dense', 'Lime', 'Migraine', 'Flower', 'Bud', 'Sw', 'Aroma', 'Woody', 'Flavor', 'enhancer', 'deeply', 'extremely', 'Citrus', 'Buzz', 'Delicious']"
620,620,Critical Plus 20,Indica,"Happy, Euphoric, Relaxed, Arouse, Uplifted",,"Earthy, Lemon, Pine","Critical Plus 2.0 is the double-deep cross of the award-winning Dinafem Seeds original, Critical Plus. Known for its speedy flowering time and zesty lemon aroma, Critical Plus 2.0 is a great option for first-time gardeners looking for a deeply relaxing buzz and a healthy yield. It exhibits exceptionally pungent notes of lemon, incense, and exotic wood. Dinafem recommends using a strong carbon filter during flowering as the aroma of the maturing buds is robust. Critical Plus 2.0 lends itself to deep relaxation and stress relief. ",4,['Indica'],"['happy', 'relaxed', 'euphoric', 'arouse', 'uplifted']",[],"['earthy', 'Lemon', 'Pine']","['critical', 'plus', '2.0', 'double', 'deep', 'cross', 'award', 'win', 'Dinafem', 'Seeds', 'original', 'Critical', 'Plus', 'know', 'speedy', 'flowering', 'time', 'zesty', 'lemon', 'aroma', 'Critical', 'plus', '2.0', 'great', 'option', 'time', 'gardener', 'look', 'deeply', 'relax', 'buzz', 'healthy', 'yield', 'exhibit', 'exceptionally', 'pungent', 'note', 'lemon', 'incense', 'exotic', 'wood', 'Dinafem', 'recommend', 'strong', 'carbon', 'filter', 'flower', 'aroma', 'mature', 'bud', 'robust', 'critical', 'plus', '2.0', 'lend', 'deep', 'relaxation', 'stress', 'relief', '  ']","['option', 'Yield', 'Award', '\xa0 ', 'relaxed', 'speedy', 'Lemon', 'recommend', 'lend', 'healthy', 'Uplifted', 'look', 'Aroused', 'Dinafem', 'Note', 'Happy', 'Incense', 'Stress', 'know', 'Relief', 'Flowering', 'relax', 'Indica', 'plus', 'Double', 'Filter', 'critical', 'exotic', 'strong', 'robust', 'Time', 'Relaxation', 'great', 'pungent', 'zesty', 'Pine', 'original', '2.0', 'Cross', 'Win', 'euphoric', 'deep', 'exceptionally', 'Carbon', 'Flower', 'Seeds', 'Bud', 'Aroma', 'Wood', 'Exhibit', 'Mature', 'Earthy', 'Gardener', 'deeply', 'Buzz']"
621,621,Critical Sensi Star,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Uplifted, Mouth, Dry, Tingly, Sleepy","Stress, Pain, Muscle, Spasms, Insomnia, Depression","Lemon, Sweet, Citrus"," This indica-heavy cross, originally bred by Delicious Seeds, is the love-child of Critical Mass and Sensi Star. Known for producing exceptionally sticky buds, Critical Sensi Star is typically short and dense in stature. Zesty hints of citrus fruit like lemon and grapefruit mix with the strong skunky odor to create a complex flavor combination. The relaxing effects will help any consumer find their happy place, even when coping with insomnia, muscle spasms, or high stress levels.",2,"['Indica', 'Hybrid']","['tingly', 'happy', 'dry', 'sleepy', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Stress', 'Depression', 'Spasms', 'Muscle', 'Insomnia']","['lemon', 'Citrus', 'Sweet']","[' ', 'indica', 'heavy', 'cross', 'originally', 'breed', 'Delicious', 'Seeds', 'love', 'child', 'Critical', 'Mass', 'Sensi', 'Star', 'know', 'produce', 'exceptionally', 'sticky', 'bud', 'critical', 'Sensi', 'Star', 'typically', 'short', 'dense', 'stature', 'zesty', 'hint', 'citrus', 'fruit', 'like', 'lemon', 'grapefruit', 'mix', 'strong', 'skunky', 'odor', 'create', 'complex', 'flavor', 'combination', 'relaxing', 'effect', 'help', 'consumer', 'find', 'happy', 'place', 'cope', 'insomnia', 'muscle', 'spasm', 'high', 'stress', 'level']","['Star', 'find', 'Spasm', 'cope', 'Short', '  ', 'Depression', 'Grapefruit', 'Hybrid', 'Heavy', 'Sweet', 'Love', 'originally', 'Produce', 'Hint', 'create', 'relaxed', 'Lemon', 'effect', 'Uplifted', 'consumer', 'Stress', 'Tingly', 'Happy', 'Dry', 'Mix', 'know', 'skunky', 'relax', 'Place', 'Complex', 'sleepy', 'Indica', 'Combination', 'critical', 'strong', 'Level', 'typically', 'Pain', 'Breed', 'high', 'Zesty', 'Stature', 'Sensi', 'Cross', 'Help', 'Odor', 'Insomnia', 'Euphoric', 'exceptionally', 'sticky', 'child', 'dense', 'Seeds', 'Bud', 'Spasms', 'Fruit', ' ', 'Flavor', 'muscle', 'paranoid', 'Citrus', 'Delicious', 'Mouth', 'Mass', 'like']"
